cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
f,y,e,f,p,f,c,n,b,?,?,k,k,w,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,b,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,?,e,w,v,?,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,l,w,v,l,p
x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,?,w,o,e,w,v,d,p
f,?,n,f,y,f,w,n,b,t,?,k,s,p,p,p,w,o,?,w,v,l,p
f,s,n,f,p,f,c,n,b,?,?,s,s,w,p,p,w,o,e,w,v,?,p
k,y,e,f,y,f,c,n,b,t,?,?,s,p,p,?,w,o,e,w,v,l,p
x,?,n,f,y,f,c,?,b,t,?,k,s,w,p,p,w,?,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
k,s,w,f,n,?,w,b,g,e,?,s,k,?,w,p,w,t,p,w,n,g,e
f,s,e,f,y,f,c,n,b,t,?,s,k,?,w,p,w,o,e,w,v,l,p
x,s,e,?,?,a,c,n,b,t,?,s,k,p,w,p,w,o,l,w,v,l,p
f,?,n,f,f,f,c,n,b,t,r,s,s,w,p,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,?,o,e,w,v,d,p
x,s,?,f,f,f,c,?,b,t,?,k,k,p,p,p,w,o,e,?,v,p,p
f,?,u,f,s,f,?,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,?,t,?,s,k,w,p,p,w,o,e,w,v,?,p
k,y,n,f,y,f,c,n,b,t,?,?,k,p,p,?,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
f,y,?,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,?,w,o,e,w,v,p,p
f,g,n,f,f,f,c,?,p,t,?,s,s,w,?,p,w,o,e,w,v,p,p
?,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,h,v,l,p
?,f,n,f,y,f,c,n,b,t,?,?,s,p,w,p,w,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
f,s,e,f,y,a,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
x,s,e,f,?,f,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,d,p
k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,?,e,w,v,l,p
x,s,e,f,f,?,?,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
f,s,?,f,f,f,c,n,b,e,?,k,k,p,w,p,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,?,w,v,p,p
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,?,y,o,e,?,v,w,p
f,?,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,o,t,?,k,s,w,p,?,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,?,p,p
?,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
?,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
x,y,e,f,s,f,c,?,b,t,?,s,s,w,w,p,w,n,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,?,s,k,p,?,p,w,o,e,w,v,p,p
f,s,?,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
?,s,e,?,y,f,c,n,b,t,?,k,k,?,w,p,w,o,e,w,v,d,p
f,y,r,f,y,?,c,n,b,t,?,k,k,w,w,p,w,o,?,?,v,l,p
?,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
f,s,n,t,s,f,c,n,b,t,?,f,k,p,w,p,w,o,e,w,v,l,p
f,y,?,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,?,w,v,d,p
x,s,n,f,s,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,?,?,s,k,w,p,p,w,?,e,w,v,p,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,?,w,v,l,p
f,s,n,f,s,f,c,n,?,t,?,s,k,p,p,p,w,?,e,w,v,d,p
f,?,n,f,f,f,c,b,b,t,e,k,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
f,y,e,f,f,f,c,n,?,t,?,s,k,p,w,p,w,o,e,?,?,p,p
c,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,g,t,?,?,k,w,p,p,w,o,e,w,v,d,p
f,y,?,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,?,w,v,d,p
f,s,e,f,f,a,c,?,b,e,?,k,?,?,w,p,w,o,e,w,v,d,p
f,s,n,f,f,?,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
k,y,e,?,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
f,y,e,f,f,f,c,?,b,t,?,s,k,w,w,?,n,o,e,w,v,d,p
f,s,e,?,p,f,c,n,b,t,?,k,k,w,p,p,w,?,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,b,k,s,w,p,p,w,o,?,w,v,l,p
f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
x,f,b,f,n,f,w,b,p,e,?,k,s,?,w,p,w,t,p,w,n,g,e
x,s,e,f,s,f,c,n,b,t,?,k,s,w,?,p,w,?,e,w,?,d,p
x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
f,y,c,f,y,f,c,n,b,?,?,?,k,p,w,p,w,o,e,w,v,?,p
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
x,s,n,f,y,a,c,n,b,t,?,s,k,w,w,?,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,?,k,?,w,w,p,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,?,t,?,k,k,w,?,p,w,o,e,w,v,l,p
x,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
f,y,e,f,f,f,c,n,b,t,?,k,?,w,p,p,w,o,e,w,?,l,p
f,y,e,f,f,f,c,n,?,t,?,s,k,w,p,p,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,s,n,f,y,?,c,n,b,t,?,?,k,p,w,p,w,o,e,w,v,p,p
k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,?,p
k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,?,w,v,d,p
f,y,e,f,s,f,c,?,r,t,?,k,k,p,p,p,w,o,e,w,v,d,p
x,s,n,f,f,?,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,?,k,s,?,w,p,w,o,e,w,v,l,p
k,s,g,f,s,f,c,?,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
f,y,n,f,y,f,c,n,b,t,?,k,y,w,w,p,o,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
k,f,w,f,?,f,w,b,p,e,?,s,k,b,w,p,w,t,p,?,n,g,e
k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,?,d,p
x,y,e,f,f,a,c,n,b,t,?,k,s,p,o,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,?,y,s,p,p,?,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,?,t,?,k,s,w,p,p,w,o,e,w,v,l,p
f,y,n,f,s,f,w,n,b,t,?,s,?,w,p,p,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,b,t,?,?,s,w,w,p,w,o,e,w,v,l,p
f,g,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
x,?,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,b,y,k,w,p,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
f,y,n,f,m,f,c,n,b,t,?,k,s,?,w,p,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,e,s,s,w,w,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,n,w,v,p,p
f,y,e,f,s,f,c,n,?,t,?,k,s,p,w,p,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,?,?,v,l,p
x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
f,?,e,f,?,f,c,n,b,e,?,s,s,p,?,p,w,o,e,w,v,p,p
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,?,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,s,e,f,?,f,c,n,b,t,?,s,k,w,w,p,?,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,?,o,e,w,v,p,p
f,y,e,f,s,?,c,n,h,t,?,s,s,w,w,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,?,k,p,w,p,w,?,e,w,v,p,p
x,s,n,f,n,a,c,?,n,?,?,s,y,o,o,p,o,o,p,b,v,l,e
x,s,n,f,y,f,c,n,b,e,?,s,s,p,w,p,w,o,e,w,?,l,p
k,s,n,f,?,f,c,n,b,t,?,s,s,?,w,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,?,?,s,k,w,p,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,?,?,t,?,k,s,w,w,p,w,o,p,w,v,d,p
x,s,n,f,y,f,c,n,w,t,?,s,s,w,p,p,w,o,e,w,v,?,p
f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
f,y,e,?,?,f,c,n,b,t,?,k,s,p,p,p,w,?,e,w,v,p,p
f,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
x,s,e,f,f,f,c,n,b,t,?,s,k,w,y,p,w,o,?,w,v,l,p
x,g,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,?,k,?,p,p,p,w,o,e,w,v,d,p
f,y,e,f,?,f,c,n,b,e,?,k,s,p,w,p,w,o,e,w,v,l,p
x,g,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
k,s,e,f,y,?,c,n,b,t,?,k,s,p,w,p,?,o,e,w,v,?,p
x,?,e,f,f,f,c,n,b,t,?,s,s,w,p,p,?,o,e,w,v,p,p
f,s,n,f,f,f,c,n,?,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,?,b,t,?,s,k,p,p,?,w,o,?,w,v,l,p
x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,w,p
k,y,e,f,y,f,c,n,b,t,?,s,k,w,n,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,?,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
f,y,e,f,?,a,c,n,b,t,?,?,s,w,w,p,o,o,e,w,v,w,p
f,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,p,n,v,p,p
f,s,n,?,s,f,c,n,b,t,?,k,k,p,p,p,?,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
k,y,n,f,y,f,c,n,h,t,?,k,k,w,p,p,w,o,e,w,v,p,p
f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,?,v,l,p
f,s,e,f,s,f,c,n,b,t,?,s,s,g,w,p,w,o,e,w,v,?,p
f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,?,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
f,?,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
f,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,r,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,?,k,s,w,w,?,w,?,e,w,v,p,p
x,s,?,f,s,f,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,l,p
f,s,n,f,y,f,?,n,b,t,?,k,k,p,p,p,?,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,?,p
x,s,?,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
k,y,?,f,?,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,?,p
x,y,e,f,s,f,c,?,?,t,?,k,s,w,w,p,w,o,e,w,v,p,p
x,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,t,e,w,v,?,p
x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
k,y,n,f,f,f,c,n,b,t,?,?,s,p,p,p,w,o,e,w,v,l,p
x,s,e,f,?,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,s,f,?,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,?,o,e,w,?,d,p
f,y,e,f,f,f,c,n,b,t,?,y,k,p,w,p,w,o,e,w,v,l,p
k,s,n,f,f,f,c,n,b,t,?,?,s,p,w,?,w,o,e,w,v,?,p
x,s,n,f,f,?,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,?,o,e,w,v,d,p
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
f,s,n,f,s,?,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,?,b,t,?,k,s,y,p,p,w,o,n,w,v,p,p
f,s,e,?,y,f,c,n,?,t,?,k,s,p,w,p,w,o,e,w,v,p,p
x,y,e,f,s,f,?,n,b,t,?,k,s,w,p,p,w,?,e,w,v,l,p
x,s,e,f,f,f,c,n,b,t,?,k,?,?,p,p,w,?,e,w,?,l,p
f,s,n,f,s,f,c,n,b,t,?,s,s,p,g,p,?,o,e,w,v,p,p
f,y,?,f,s,a,c,n,b,t,?,s,s,w,w,p,?,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
b,?,b,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
b,s,e,?,f,f,w,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
x,y,e,f,s,?,c,n,b,?,?,?,k,w,w,p,w,o,e,?,v,p,p
x,s,n,f,y,f,c,n,b,t,?,?,k,p,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,e,s,k,w,p,p,w,o,e,w,v,l,p
x,s,?,f,y,f,c,n,b,t,?,s,k,w,p,p,w,?,e,w,v,l,p
x,?,n,f,y,f,?,n,?,t,?,s,k,w,p,p,w,o,e,w,v,d,p
x,?,n,?,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,?,?,p
f,y,e,f,f,f,c,n,b,?,?,k,s,w,w,p,w,o,e,w,v,d,p
?,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,r,k,k,p,p,p,w,?,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
f,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
k,?,?,f,y,f,c,?,b,t,?,?,k,w,p,p,?,o,e,w,v,p,p
x,s,n,f,y,f,c,n,b,t,?,s,?,p,p,p,w,o,l,w,v,?,p
x,y,?,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
k,y,n,f,y,?,c,?,b,?,?,k,s,w,p,p,w,o,e,w,v,p,p
f,s,e,f,?,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,?,k,k,p,w,?,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,?,?,s,k,w,p,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,s,?,w,w,p,w,o,e,w,v,l,p
f,y,n,f,y,f,?,n,b,t,?,k,s,w,w,p,w,o,?,w,v,l,p
x,?,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
f,y,n,f,?,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
?,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,?,e,?,v,?,p
x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,?,b,t,?,s,s,?,p,p,w,o,e,w,v,l,p
k,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,?,s,s,p,?,?,w,o,e,w,v,p,p
?,s,n,f,f,a,c,n,b,?,?,k,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,?,v,p,p
f,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,?,e,w,v,p,p
b,f,g,?,n,f,w,b,p,e,?,s,k,w,?,p,w,t,p,w,s,g,e
x,s,n,f,y,f,w,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,?,p,p
b,s,n,f,n,a,c,b,?,e,?,s,s,o,o,p,n,o,p,y,v,l,e
f,s,n,f,y,f,c,n,b,?,?,f,s,p,g,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,?,k,k,y,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,?,s,k,?,p,p,w,o,?,w,v,d,p
x,s,e,f,s,f,c,n,b,?,?,k,s,p,p,p,w,o,e,w,v,d,p
k,y,c,f,m,a,c,b,w,e,c,k,y,c,c,p,w,?,p,w,c,d,p
x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,?,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,u,t,?,k,k,e,p,p,w,?,e,w,v,l,p
x,y,w,f,s,?,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,a,d,p
f,s,e,?,f,f,c,n,b,t,?,s,s,?,w,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,t,?,s,y,p,w,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,?,o,e,w,v,d,p
?,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,?,o,e,w,v,?,p
x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
x,y,?,f,f,f,c,n,?,t,?,k,s,w,w,p,w,o,e,w,v,l,p
f,y,e,f,?,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
f,s,e,f,f,f,?,n,b,t,?,k,k,w,w,?,w,o,e,w,v,l,p
f,s,p,f,f,f,c,?,b,?,b,k,s,p,w,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,e,?,k,k,p,p,p,w,o,e,w,v,d,p
k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,s,e,f,y,f,w,n,b,t,?,s,s,p,w,p,?,o,e,w,?,d,p
x,s,n,?,y,f,c,n,b,t,?,k,k,?,w,p,?,o,e,w,v,d,p
?,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,h,v,l,p
?,s,u,f,y,f,c,n,b,t,?,y,k,n,w,p,w,o,?,w,v,d,p
f,y,n,f,?,f,c,n,?,t,?,k,k,w,p,p,w,o,e,w,v,p,p
x,s,e,f,?,?,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
?,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,?,k,y,w,w,p,w,o,e,w,v,d,p
f,y,e,f,?,f,c,n,b,?,?,s,k,p,p,p,w,o,e,w,v,p,p
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,?,y,o,e,w,v,d,p
x,s,e,f,p,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,?,p
f,y,n,f,?,f,?,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,t,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,?,k,p,p,p,w,o,?,?,v,p,p
x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
f,y,e,f,f,f,c,n,?,t,?,s,s,w,w,p,w,o,e,w,v,?,p
k,y,n,f,y,f,c,?,b,t,?,k,y,p,w,p,?,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,?,?,s,w,w,p,?,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
x,s,?,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,s,?,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,?,b,t,?,?,k,w,w,p,w,o,e,?,v,d,p
f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
?,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,?,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
f,s,n,f,?,f,c,n,b,t,?,k,s,w,p,p,w,o,e,?,v,p,p
x,s,n,f,y,f,c,n,b,t,?,s,k,?,w,p,n,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,f,f,c,n,b,t,?,?,k,p,w,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,?,w,o,?,w,v,l,p
f,s,e,f,f,f,c,?,?,t,?,k,k,p,p,p,w,o,e,w,v,d,p
?,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,t,e,w,v,l,p
?,s,n,f,?,f,c,?,b,t,?,f,k,p,p,p,w,?,e,w,v,p,p
x,y,e,f,?,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,k,k,?,w,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,?,w,v,d,p
f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
x,s,e,f,f,f,c,n,k,t,?,k,s,w,e,p,?,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,?,k,s,?,p,p,?,?,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
x,s,?,f,s,f,c,b,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,?,k,k,?,p,p,?,o,e,w,v,l,p
x,y,e,f,s,?,c,n,b,t,?,k,k,w,p,p,w,o,?,w,v,p,p
k,y,e,f,y,f,?,n,b,t,b,k,k,p,p,p,w,o,e,?,v,d,p
x,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
k,y,n,f,y,f,?,n,b,t,?,k,k,n,w,p,w,o,e,?,v,l,p
